"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,4.57,1,0,0.01,0,5e-05
0.0013174,7.4017e-13,4.2379e-12,4.57,1,1e-07,0.01,1e-07,5e-05
0.0026349,1.4803e-12,8.4758e-12,4.57,1,2e-07,0.01,2e-07,5e-05
0.0039523,2.2205e-12,1.2714e-11,4.57,1,3e-07,0.01,3e-07,5e-05
0.0052697,2.9607e-12,1.6952e-11,4.57,1,4e-07,0.01,4e-07,5e-05
0.0065872,3.7009e-12,2.119e-11,4.57,1,5e-07,0.01,5e-07,5e-05
0.0079046,4.441e-12,2.5427e-11,4.57,1,6e-07,0.01,6e-07,5e-05
0.0092221,5.1812e-12,2.9665e-11,4.57,1,7e-07,0.01,7e-07,5e-05
0.010539,5.9214e-12,3.3903e-11,4.57,1,8e-07,0.01,8e-07,5e-05
0.011857,6.6616e-12,3.8141e-11,4.57,1,9e-07,0.01,9e-07,5e-05
0.013174,7.4017e-12,4.2379e-11,4.57,1,1e-06,0.01,1e-06,5e-05
0.014492,8.1419e-12,4.6617e-11,4.57,1,1.1e-06,0.01,1.1e-06,5e-05
0.015809,8.8821e-12,5.0855e-11,4.57,1,1.2e-06,0.01,1.2e-06,5e-05
0.017127,9.6222e-12,5.5093e-11,4.57,1,1.3e-06,0.01,1.3e-06,5e-05
0.018444,1.0362e-11,5.9331e-11,4.57,1,1.4e-06,0.01,1.4e-06,5e-05
0.019762,1.1103e-11,6.3569e-11,4.57,1,1.5e-06,0.01,1.5e-06,5e-05
0.021079,1.1843e-11,6.7807e-11,4.57,1,1.6e-06,0.01,1.6e-06,5e-05
0.022396,1.2583e-11,7.2044e-11,4.57,1,1.7e-06,0.01,1.7e-06,5e-05
0.023714,1.3323e-11,7.6282e-11,4.57,1,1.8e-06,0.01,1.8e-06,5e-05
0.025031,1.4063e-11,8.052e-11,4.57,1,1.9e-06,0.01,1.9e-06,5e-05
0.026349,1.4803e-11,8.4758e-11,4.57,1,2e-06,0.01,2e-06,5e-05
0.027666,1.5544e-11,8.8996e-11,4.57,1,2.1e-06,0.01,2.1e-06,5e-05
0.028984,1.6284e-11,9.3234e-11,4.57,1,2.2e-06,0.01,2.2e-06,5e-05
0.030301,1.7024e-11,9.7472e-11,4.57,1,2.3e-06,0.01,2.3e-06,5e-05
0.031618,1.7764e-11,1.0171e-10,4.57,1,2.4e-06,0.01,2.4e-06,5e-05
0.032936,1.8504e-11,1.0595e-10,4.57,1,2.5e-06,0.01,2.5e-06,5e-05
0.034253,1.9244e-11,1.1019e-10,4.57,1,2.6e-06,0.01,2.6e-06,5e-05
0.035571,1.9985e-11,1.1442e-10,4.57,1,2.7e-06,0.01,2.7e-06,5e-05
0.036888,2.0725e-11,1.1866e-10,4.57,1,2.8e-06,0.01,2.8e-06,5e-05
0.038206,2.1465e-11,1.229e-10,4.57,1,2.9e-06,0.01,2.9e-06,5e-05
0.039523,2.2205e-11,1.2714e-10,4.57,1,3e-06,0.01,3e-06,5e-05
0.040841,2.2945e-11,1.3138e-10,4.57,1,3.1e-06,0.01,3.1e-06,5e-05
0.042158,2.3686e-11,1.3561e-10,4.57,1,3.2e-06,0.01,3.2e-06,5e-05
0.043475,2.4426e-11,1.3985e-10,4.57,1,3.3e-06,0.01,3.3e-06,5e-05
0.044793,2.5166e-11,1.4409e-10,4.57,1,3.4e-06,0.01,3.4e-06,5e-05
0.04611,2.5906e-11,1.4833e-10,4.57,1,3.5e-06,0.01,3.5e-06,5e-05
0.047428,2.6646e-11,1.5256e-10,4.57,1,3.6e-06,0.01,3.6e-06,5e-05
0.048745,2.7386e-11,1.568e-10,4.57,1,3.7e-06,0.01,3.7e-06,5e-05
0.050063,2.8127e-11,1.6104e-10,4.57,1,3.8e-06,0.01,3.8e-06,5e-05
0.05138,2.8867e-11,1.6528e-10,4.57,1,3.9e-06,0.01,3.9e-06,5e-05
0.052697,2.9607e-11,1.6952e-10,4.57,1,4e-06,0.01,4e-06,5e-05
0.054015,3.0347e-11,1.7375e-10,4.57,1,4.1e-06,0.01,4.1e-06,5e-05
0.055332,3.1087e-11,1.7799e-10,4.57,1,4.2e-06,0.01,4.2e-06,5e-05
0.05665,3.1827e-11,1.8223e-10,4.57,1,4.3e-06,0.01,4.3e-06,5e-05
0.057967,3.2568e-11,1.8647e-10,4.57,1,4.4e-06,0.01,4.4e-06,5e-05
0.059285,3.3308e-11,1.9071e-10,4.57,1,4.5e-06,0.01,4.5e-06,5e-05
0.060602,3.4048e-11,1.9494e-10,4.57,1,4.6e-06,0.01,4.6e-06,5e-05
