"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,11.859,1,0,0.01,0,5e-05
0.0013174,9.2499e-12,3.5202e-12,11.859,1,1e-07,0.01,1e-07,5e-05
0.0026349,1.85e-11,7.0405e-12,11.859,1,2e-07,0.01,2e-07,5e-05
0.0039523,2.775e-11,1.0561e-11,11.859,1,3e-07,0.01,3e-07,5e-05
0.0052698,3.6999e-11,1.4081e-11,11.859,1,4e-07,0.01,4e-07,5e-05
0.0065872,4.6249e-11,1.7601e-11,11.859,1,5e-07,0.01,5e-07,5e-05
0.0079046,5.5499e-11,2.1121e-11,11.859,1,6e-07,0.01,6e-07,5e-05
0.0092221,6.4749e-11,2.4642e-11,11.859,1,7e-07,0.01,7e-07,5e-05
0.01054,7.3999e-11,2.8162e-11,11.859,1,8e-07,0.01,8e-07,5e-05
0.011857,8.3249e-11,3.1682e-11,11.859,1,9e-07,0.01,9e-07,5e-05
0.013174,9.2499e-11,3.5202e-11,11.859,1,1e-06,0.01,1e-06,5e-05
0.014492,1.0175e-10,3.8723e-11,11.859,1,1.1e-06,0.01,1.1e-06,5e-05
0.015809,1.11e-10,4.2243e-11,11.859,1,1.2e-06,0.01,1.2e-06,5e-05
0.017127,1.2025e-10,4.5763e-11,11.859,1,1.3e-06,0.01,1.3e-06,5e-05
0.018444,1.295e-10,4.9283e-11,11.859,1,1.4e-06,0.01,1.4e-06,5e-05
0.019762,1.3875e-10,5.2804e-11,11.859,1,1.5e-06,0.01,1.5e-06,5e-05
0.021079,1.48e-10,5.6324e-11,11.859,1,1.6e-06,0.01,1.6e-06,5e-05
0.022396,1.5725e-10,5.9844e-11,11.859,1,1.7e-06,0.01,1.7e-06,5e-05
0.023714,1.665e-10,6.3364e-11,11.859,1,1.8e-06,0.01,1.8e-06,5e-05
0.025031,1.7575e-10,6.6885e-11,11.859,1,1.9e-06,0.01,1.9e-06,5e-05
0.026349,1.85e-10,7.0405e-11,11.859,1,2e-06,0.01,2e-06,5e-05
0.027666,1.9425e-10,7.3925e-11,11.859,1,2.1e-06,0.01,2.1e-06,5e-05
0.028984,2.035e-10,7.7445e-11,11.859,1,2.2e-06,0.01,2.2e-06,5e-05
0.030301,2.1275e-10,8.0966e-11,11.859,1,2.3e-06,0.01,2.3e-06,5e-05
0.031619,2.22e-10,8.4486e-11,11.859,1,2.4e-06,0.01,2.4e-06,5e-05
0.032936,2.3125e-10,8.8006e-11,11.859,1,2.5e-06,0.01,2.5e-06,5e-05
0.034253,2.405e-10,9.1526e-11,11.859,1,2.6e-06,0.01,2.6e-06,5e-05
0.035571,2.4975e-10,9.5047e-11,11.859,1,2.7e-06,0.01,2.7e-06,5e-05
0.036888,2.59e-10,9.8567e-11,11.859,1,2.8e-06,0.01,2.8e-06,5e-05
0.038206,2.6825e-10,1.0209e-10,11.859,1,2.9e-06,0.01,2.9e-06,5e-05
0.039523,2.775e-10,1.0561e-10,11.859,1,3e-06,0.01,3e-06,5e-05
0.040841,2.8675e-10,1.0913e-10,11.859,1,3.1e-06,0.01,3.1e-06,5e-05
0.042158,2.96e-10,1.1265e-10,11.859,1,3.2e-06,0.01,3.2e-06,5e-05
0.043476,3.0525e-10,1.1617e-10,11.859,1,3.3e-06,0.01,3.3e-06,5e-05
0.044793,3.145e-10,1.1969e-10,11.859,1,3.4e-06,0.01,3.4e-06,5e-05
0.04611,3.2375e-10,1.2321e-10,11.859,1,3.5e-06,0.01,3.5e-06,5e-05
0.047428,3.33e-10,1.2673e-10,11.859,1,3.6e-06,0.01,3.6e-06,5e-05
0.048745,3.4225e-10,1.3025e-10,11.859,1,3.7e-06,0.01,3.7e-06,5e-05
0.050063,3.515e-10,1.3377e-10,11.859,1,3.8e-06,0.01,3.8e-06,5e-05
0.05138,3.6074e-10,1.3729e-10,11.859,1,3.9e-06,0.01,3.9e-06,5e-05
0.052698,3.6999e-10,1.4081e-10,11.859,1,4e-06,0.01,4e-06,5e-05
