"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,0.41391,1,0,0.01,0,5e-05
9.6581e-05,1.7585e-12,-2.0019e-12,0.41391,1,1e-07,0.01,1e-07,5e-05
0.00019316,3.517e-12,-4.0039e-12,0.41391,1,2e-07,0.01,2e-07,5e-05
0.00028974,5.2755e-12,-6.0058e-12,0.41391,1,3e-07,0.01,3e-07,5e-05
0.00038632,7.034e-12,-8.0077e-12,0.41391,1,4e-07,0.01,4e-07,5e-05
0.0004829,8.7925e-12,-1.001e-11,0.41391,1,5e-07,0.01,5e-07,5e-05
0.00057948,1.0551e-11,-1.2012e-11,0.41391,1,6e-07,0.01,6e-07,5e-05
0.00067606,1.231e-11,-1.4013e-11,0.41391,1,7e-07,0.01,7e-07,5e-05
0.00077265,1.4068e-11,-1.6015e-11,0.41391,1,8e-07,0.01,8e-07,5e-05
0.00086923,1.5827e-11,-1.8017e-11,0.41391,1,9e-07,0.01,9e-07,5e-05
0.00096581,1.7585e-11,-2.0019e-11,0.41391,1,1e-06,0.01,1e-06,5e-05
0.0010624,1.9344e-11,-2.2021e-11,0.41391,1,1.1e-06,0.01,1.1e-06,5e-05
0.001159,2.1102e-11,-2.4023e-11,0.41391,1,1.2e-06,0.01,1.2e-06,5e-05
0.0012555,2.2861e-11,-2.6025e-11,0.41391,1,1.3e-06,0.01,1.3e-06,5e-05
0.0013521,2.4619e-11,-2.8027e-11,0.41391,1,1.4e-06,0.01,1.4e-06,5e-05
0.0014487,2.6378e-11,-3.0029e-11,0.41391,1,1.5e-06,0.01,1.5e-06,5e-05
0.0015453,2.8136e-11,-3.2031e-11,0.41391,1,1.6e-06,0.01,1.6e-06,5e-05
0.0016419,2.9895e-11,-3.4033e-11,0.41391,1,1.7e-06,0.01,1.7e-06,5e-05
0.0017385,3.1653e-11,-3.6035e-11,0.41391,1,1.8e-06,0.01,1.8e-06,5e-05
0.001835,3.3412e-11,-3.8037e-11,0.41391,1,1.9e-06,0.01,1.9e-06,5e-05
