"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,0.11437,1,0,0.01,0,5e-05
1.1615e-05,3.5225e-13,1.3061e-13,0.11437,1,1e-07,0.01,1e-07,5e-05
2.323e-05,7.0451e-13,2.6123e-13,0.11437,1,2e-07,0.01,2e-07,5e-05
3.4845e-05,1.0568e-12,3.9184e-13,0.11437,1,3e-07,0.01,3e-07,5e-05
4.646e-05,1.409e-12,5.2246e-13,0.11437,1,4e-07,0.01,4e-07,5e-05
5.8075e-05,1.7613e-12,6.5307e-13,0.11437,1,5e-07,0.01,5e-07,5e-05
6.969e-05,2.1135e-12,7.8369e-13,0.11437,1,6e-07,0.01,6e-07,5e-05
8.1305e-05,2.4658e-12,9.143e-13,0.11437,1,7e-07,0.01,7e-07,5e-05
9.292e-05,2.818e-12,1.0449e-12,0.11437,1,8e-07,0.01,8e-07,5e-05
0.00010454,3.1703e-12,1.1755e-12,0.11437,1,9e-07,0.01,9e-07,5e-05
0.00011615,3.5225e-12,1.3061e-12,0.11437,1,1e-06,0.01,1e-06,5e-05
0.00012777,3.8748e-12,1.4368e-12,0.11437,1,1.1e-06,0.01,1.1e-06,5e-05
0.00013938,4.227e-12,1.5674e-12,0.11437,1,1.2e-06,0.01,1.2e-06,5e-05
0.000151,4.5793e-12,1.698e-12,0.11437,1,1.3e-06,0.01,1.3e-06,5e-05
0.00016261,4.9315e-12,1.8286e-12,0.11437,1,1.4e-06,0.01,1.4e-06,5e-05
0.00017423,5.2838e-12,1.9592e-12,0.11437,1,1.5e-06,0.01,1.5e-06,5e-05
0.00018584,5.636e-12,2.0898e-12,0.11437,1,1.6e-06,0.01,1.6e-06,5e-05
0.00019746,5.9883e-12,2.2205e-12,0.11437,1,1.7e-06,0.01,1.7e-06,5e-05
0.00020907,6.3406e-12,2.3511e-12,0.11437,1,1.8e-06,0.01,1.8e-06,5e-05
0.00022069,6.6928e-12,2.4817e-12,0.11437,1,1.9e-06,0.01,1.9e-06,5e-05
