"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,0.46526,1,0,0.01,0,5e-05
0.00014062,1.0467e-12,2.4448e-12,0.46526,1,1e-07,0.01,1e-07,5e-05
0.00028125,2.0933e-12,4.8895e-12,0.46526,1,2e-07,0.01,2e-07,5e-05
0.00042187,3.14e-12,7.3343e-12,0.46526,1,3e-07,0.01,3e-07,5e-05
0.00056249,4.1867e-12,9.7791e-12,0.46526,1,4e-07,0.01,4e-07,5e-05
0.00070311,5.2334e-12,1.2224e-11,0.46526,1,5e-07,0.01,5e-07,5e-05
0.00084374,6.28e-12,1.4669e-11,0.46526,1,6e-07,0.01,6e-07,5e-05
0.00098436,7.3267e-12,1.7113e-11,0.46526,1,7e-07,0.01,7e-07,5e-05
0.001125,8.3734e-12,1.9558e-11,0.46526,1,8e-07,0.01,8e-07,5e-05
0.0012656,9.4201e-12,2.2003e-11,0.46526,1,9e-07,0.01,9e-07,5e-05
0.0014062,1.0467e-11,2.4448e-11,0.46526,1,1e-06,0.01,1e-06,5e-05
0.0015468,1.1513e-11,2.6892e-11,0.46526,1,1.1e-06,0.01,1.1e-06,5e-05
0.0016875,1.256e-11,2.9337e-11,0.46526,1,1.2e-06,0.01,1.2e-06,5e-05
0.0018281,1.3607e-11,3.1782e-11,0.46526,1,1.3e-06,0.01,1.3e-06,5e-05
0.0019687,1.4653e-11,3.4227e-11,0.46526,1,1.4e-06,0.01,1.4e-06,5e-05
0.0021093,1.57e-11,3.6671e-11,0.46526,1,1.5e-06,0.01,1.5e-06,5e-05
0.00225,1.6747e-11,3.9116e-11,0.46526,1,1.6e-06,0.01,1.6e-06,5e-05
0.0023906,1.7793e-11,4.1561e-11,0.46526,1,1.7e-06,0.01,1.7e-06,5e-05
0.0025312,1.884e-11,4.4006e-11,0.46526,1,1.8e-06,0.01,1.8e-06,5e-05
0.0026718,1.9887e-11,4.6451e-11,0.46526,1,1.9e-06,0.01,1.9e-06,5e-05
0.0028125,2.0933e-11,4.8895e-11,0.46526,1,2e-06,0.01,2e-06,5e-05
