"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,1.0741,1,0,0.01,0,5e-05
9.6581e-05,3.1635e-12,-2.0496e-12,1.0741,1,1e-07,0.01,1e-07,5e-05
0.00019316,6.327e-12,-4.0991e-12,1.0741,1,2e-07,0.01,2e-07,5e-05
0.00028974,9.4905e-12,-6.1487e-12,1.0741,1,3e-07,0.01,3e-07,5e-05
0.00038632,1.2654e-11,-8.1983e-12,1.0741,1,4e-07,0.01,4e-07,5e-05
0.0004829,1.5818e-11,-1.0248e-11,1.0741,1,5e-07,0.01,5e-07,5e-05
0.00057949,1.8981e-11,-1.2297e-11,1.0741,1,6e-07,0.01,6e-07,5e-05
0.00067607,2.2145e-11,-1.4347e-11,1.0741,1,7e-07,0.01,7e-07,5e-05
0.00077265,2.5308e-11,-1.6397e-11,1.0741,1,8e-07,0.01,8e-07,5e-05
0.00086923,2.8472e-11,-1.8446e-11,1.0741,1,9e-07,0.01,9e-07,5e-05
0.00096581,3.1635e-11,-2.0496e-11,1.0741,1,1e-06,0.01,1e-06,5e-05
0.0010624,3.4799e-11,-2.2545e-11,1.0741,1,1.1e-06,0.01,1.1e-06,5e-05
0.001159,3.7962e-11,-2.4595e-11,1.0741,1,1.2e-06,0.01,1.2e-06,5e-05
0.0012556,4.1126e-11,-2.6644e-11,1.0741,1,1.3e-06,0.01,1.3e-06,5e-05
0.0013521,4.4289e-11,-2.8694e-11,1.0741,1,1.4e-06,0.01,1.4e-06,5e-05
0.0014487,4.7453e-11,-3.0744e-11,1.0741,1,1.5e-06,0.01,1.5e-06,5e-05
0.0015453,5.0616e-11,-3.2793e-11,1.0741,1,1.6e-06,0.01,1.6e-06,5e-05
0.0016419,5.378e-11,-3.4843e-11,1.0741,1,1.7e-06,0.01,1.7e-06,5e-05
0.0017385,5.6943e-11,-3.6892e-11,1.0741,1,1.8e-06,0.01,1.8e-06,5e-05
0.001835,6.0107e-11,-3.8942e-11,1.0741,1,1.9e-06,0.01,1.9e-06,5e-05
0.0019316,6.327e-11,-4.0991e-11,1.0741,1,2e-06,0.01,2e-06,5e-05
0.0020282,6.6434e-11,-4.3041e-11,1.0741,1,2.1e-06,0.01,2.1e-06,5e-05
0.0021248,6.9597e-11,-4.5091e-11,1.0741,1,2.2e-06,0.01,2.2e-06,5e-05
0.0022214,7.2761e-11,-4.714e-11,1.0741,1,2.3e-06,0.01,2.3e-06,5e-05
0.0023179,7.5924e-11,-4.919e-11,1.0741,1,2.4e-06,0.01,2.4e-06,5e-05
0.0024145,7.9088e-11,-5.1239e-11,1.0741,1,2.5e-06,0.01,2.5e-06,5e-05
0.0025111,8.2251e-11,-5.3289e-11,1.0741,1,2.6e-06,0.01,2.6e-06,5e-05
0.0026077,8.5415e-11,-5.5338e-11,1.0741,1,2.7e-06,0.01,2.7e-06,5e-05
0.0027043,8.8578e-11,-5.7388e-11,1.0741,1,2.8e-06,0.01,2.8e-06,5e-05
0.0028008,9.1742e-11,-5.9437e-11,1.0741,1,2.9e-06,0.01,2.9e-06,5e-05
0.0028974,9.4905e-11,-6.1487e-11,1.0741,1,3e-06,0.01,3e-06,5e-05
0.002994,9.8069e-11,-6.3537e-11,1.0741,1,3.1e-06,0.01,3.1e-06,5e-05
0.0030906,1.0123e-10,-6.5586e-11,1.0741,1,3.2e-06,0.01,3.2e-06,5e-05
0.0031872,1.044e-10,-6.7636e-11,1.0741,1,3.3e-06,0.01,3.3e-06,5e-05
0.0032838,1.0756e-10,-6.9685e-11,1.0741,1,3.4e-06,0.01,3.4e-06,5e-05
0.0033803,1.1072e-10,-7.1735e-11,1.0741,1,3.5e-06,0.01,3.5e-06,5e-05
0.0034769,1.1389e-10,-7.3784e-11,1.0741,1,3.6e-06,0.01,3.6e-06,5e-05
0.0035735,1.1705e-10,-7.5834e-11,1.0741,1,3.7e-06,0.01,3.7e-06,5e-05
0.0036701,1.2021e-10,-7.7884e-11,1.0741,1,3.8e-06,0.01,3.8e-06,5e-05
0.0037667,1.2338e-10,-7.9933e-11,1.0741,1,3.9e-06,0.01,3.9e-06,5e-05
0.0038632,1.2654e-10,-8.1983e-11,1.0741,1,4e-06,0.01,4e-06,5e-05
0.0039598,1.297e-10,-8.4032e-11,1.0741,1,4.1e-06,0.01,4.1e-06,5e-05
0.0040564,1.3287e-10,-8.6082e-11,1.0741,1,4.2e-06,0.01,4.2e-06,5e-05
