"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,4.4072,1,0,0.01,0,5e-05
0.0011615,-1.3217e-12,8.1347e-12,4.4072,1,1e-07,0.01,1e-07,5e-05
0.002323,-2.6434e-12,1.6269e-11,4.4072,1,2e-07,0.01,2e-07,5e-05
0.0034845,-3.9651e-12,2.4404e-11,4.4072,1,3e-07,0.01,3e-07,5e-05
0.004646,-5.2868e-12,3.2539e-11,4.4072,1,4e-07,0.01,4e-07,5e-05
0.0058075,-6.6084e-12,4.0674e-11,4.4072,1,5e-07,0.01,5e-07,5e-05
0.006969,-7.9301e-12,4.8808e-11,4.4072,1,6e-07,0.01,6e-07,5e-05
0.0081305,-9.2518e-12,5.6943e-11,4.4072,1,7e-07,0.01,7e-07,5e-05
0.009292,-1.0574e-11,6.5078e-11,4.4072,1,8e-07,0.01,8e-07,5e-05
0.010454,-1.1895e-11,7.3212e-11,4.4072,1,9e-07,0.01,9e-07,5e-05
0.011615,-1.3217e-11,8.1347e-11,4.4072,1,1e-06,0.01,1e-06,5e-05
0.012777,-1.4539e-11,8.9482e-11,4.4072,1,1.1e-06,0.01,1.1e-06,5e-05
0.013938,-1.586e-11,9.7617e-11,4.4072,1,1.2e-06,0.01,1.2e-06,5e-05
0.0151,-1.7182e-11,1.0575e-10,4.4072,1,1.3e-06,0.01,1.3e-06,5e-05
0.016261,-1.8504e-11,1.1389e-10,4.4072,1,1.4e-06,0.01,1.4e-06,5e-05
0.017423,-1.9825e-11,1.2202e-10,4.4072,1,1.5e-06,0.01,1.5e-06,5e-05
0.018584,-2.1147e-11,1.3016e-10,4.4072,1,1.6e-06,0.01,1.6e-06,5e-05
0.019746,-2.2469e-11,1.3829e-10,4.4072,1,1.7e-06,0.01,1.7e-06,5e-05
0.020907,-2.379e-11,1.4642e-10,4.4072,1,1.8e-06,0.01,1.8e-06,5e-05
0.022069,-2.5112e-11,1.5456e-10,4.4072,1,1.9e-06,0.01,1.9e-06,5e-05
0.02323,-2.6434e-11,1.6269e-10,4.4072,1,2e-06,0.01,2e-06,5e-05
0.024392,-2.7755e-11,1.7083e-10,4.4072,1,2.1e-06,0.01,2.1e-06,5e-05
0.025553,-2.9077e-11,1.7896e-10,4.4072,1,2.2e-06,0.01,2.2e-06,5e-05
0.026715,-3.0399e-11,1.871e-10,4.4072,1,2.3e-06,0.01,2.3e-06,5e-05
0.027876,-3.1721e-11,1.9523e-10,4.4072,1,2.4e-06,0.01,2.4e-06,5e-05
0.029038,-3.3042e-11,2.0337e-10,4.4072,1,2.5e-06,0.01,2.5e-06,5e-05
0.030199,-3.4364e-11,2.115e-10,4.4072,1,2.6e-06,0.01,2.6e-06,5e-05
0.031361,-3.5686e-11,2.1964e-10,4.4072,1,2.7e-06,0.01,2.7e-06,5e-05
0.032522,-3.7007e-11,2.2777e-10,4.4072,1,2.8e-06,0.01,2.8e-06,5e-05
0.033684,-3.8329e-11,2.3591e-10,4.4072,1,2.9e-06,0.01,2.9e-06,5e-05
0.034845,-3.9651e-11,2.4404e-10,4.4072,1,3e-06,0.01,3e-06,5e-05
0.036007,-4.0972e-11,2.5218e-10,4.4072,1,3.1e-06,0.01,3.1e-06,5e-05
0.037168,-4.2294e-11,2.6031e-10,4.4072,1,3.2e-06,0.01,3.2e-06,5e-05
0.03833,-4.3616e-11,2.6845e-10,4.4072,1,3.3e-06,0.01,3.3e-06,5e-05
0.039491,-4.4937e-11,2.7658e-10,4.4072,1,3.4e-06,0.01,3.4e-06,5e-05
0.040653,-4.6259e-11,2.8471e-10,4.4072,1,3.5e-06,0.01,3.5e-06,5e-05
0.041814,-4.7581e-11,2.9285e-10,4.4072,1,3.6e-06,0.01,3.6e-06,5e-05
0.042976,-4.8902e-11,3.0098e-10,4.4072,1,3.7e-06,0.01,3.7e-06,5e-05
0.044137,-5.0224e-11,3.0912e-10,4.4072,1,3.8e-06,0.01,3.8e-06,5e-05
0.045299,-5.1546e-11,3.1725e-10,4.4072,1,3.9e-06,0.01,3.9e-06,5e-05
0.04646,-5.2868e-11,3.2539e-10,4.4072,1,4e-06,0.01,4e-06,5e-05
0.047622,-5.4189e-11,3.3352e-10,4.4072,1,4.1e-06,0.01,4.1e-06,5e-05
0.048783,-5.5511e-11,3.4166e-10,4.4072,1,4.2e-06,0.01,4.2e-06,5e-05
0.049945,-5.6833e-11,3.4979e-10,4.4072,1,4.3e-06,0.01,4.3e-06,5e-05
0.051106,-5.8154e-11,3.5793e-10,4.4072,1,4.4e-06,0.01,4.4e-06,5e-05
0.052268,-5.9476e-11,3.6606e-10,4.4072,1,4.5e-06,0.01,4.5e-06,5e-05
0.053429,-6.0798e-11,3.742e-10,4.4072,1,4.6e-06,0.01,4.6e-06,5e-05
0.054591,-6.2119e-11,3.8233e-10,4.4072,1,4.7e-06,0.01,4.7e-06,5e-05
0.055752,-6.3441e-11,3.9047e-10,4.4072,1,4.8e-06,0.01,4.8e-06,5e-05
0.056914,-6.4763e-11,3.986e-10,4.4072,1,4.9e-06,0.01,4.9e-06,5e-05
0.058075,-6.6084e-11,4.0674e-10,4.4072,1,5e-06,0.01,5e-06,5e-05
0.059237,-6.7406e-11,4.1487e-10,4.4072,1,5.1e-06,0.01,5.1e-06,5e-05
0.060398,-6.8728e-11,4.23e-10,4.4072,1,5.2e-06,0.01,5.2e-06,5e-05
0.06156,-7.005e-11,4.3114e-10,4.4072,1,5.3e-06,0.01,5.3e-06,5e-05
0.062721,-7.1371e-11,4.3927e-10,4.4072,1,5.4e-06,0.01,5.4e-06,5e-05
0.063883,-7.2693e-11,4.4741e-10,4.4072,1,5.5e-06,0.01,5.5e-06,5e-05
0.065044,-7.4015e-11,4.5554e-10,4.4072,1,5.6e-06,0.01,5.6e-06,5e-05
0.066206,-7.5336e-11,4.6368e-10,4.4072,1,5.7e-06,0.01,5.7e-06,5e-05
0.067367,-7.6658e-11,4.7181e-10,4.4072,1,5.8e-06,0.01,5.8e-06,5e-05
0.068529,-7.798e-11,4.7995e-10,4.4072,1,5.9e-06,0.01,5.9e-06,5e-05
0.06969,-7.9301e-11,4.8808e-10,4.4072,1,6e-06,0.01,6e-06,5e-05
0.070852,-8.0623e-11,4.9622e-10,4.4072,1,6.1e-06,0.01,6.1e-06,5e-05
0.072013,-8.1945e-11,5.0435e-10,4.4072,1,6.2e-06,0.01,6.2e-06,5e-05
0.073175,-8.3266e-11,5.1249e-10,4.4072,1,6.3e-06,0.01,6.3e-06,5e-05
0.074336,-8.4588e-11,5.2062e-10,4.4072,1,6.4e-06,0.01,6.4e-06,5e-05
0.075498,-8.591e-11,5.2876e-10,4.4072,1,6.5e-06,0.01,6.5e-06,5e-05
0.076659,-8.7231e-11,5.3689e-10,4.4072,1,6.6e-06,0.01,6.6e-06,5e-05
0.077821,-8.8553e-11,5.4503e-10,4.4072,1,6.7e-06,0.01,6.7e-06,5e-05
0.078982,-8.9875e-11,5.5316e-10,4.4072,1,6.8e-06,0.01,6.8e-06,5e-05
0.080144,-9.1197e-11,5.6129e-10,4.4072,1,6.9e-06,0.01,6.9e-06,5e-05
0.081305,-9.2518e-11,5.6943e-10,4.4072,1,7e-06,0.01,7e-06,5e-05
0.082467,-9.384e-11,5.7756e-10,4.4072,1,7.1e-06,0.01,7.1e-06,5e-05
0.083628,-9.5162e-11,5.857e-10,4.4072,1,7.2e-06,0.01,7.2e-06,5e-05
0.08479,-9.6483e-11,5.9383e-10,4.4072,1,7.3e-06,0.01,7.3e-06,5e-05
0.085951,-9.7805e-11,6.0197e-10,4.4072,1,7.4e-06,0.01,7.4e-06,5e-05
0.087113,-9.9127e-11,6.101e-10,4.4072,1,7.5e-06,0.01,7.5e-06,5e-05
0.088274,-1.0045e-10,6.1824e-10,4.4072,1,7.6e-06,0.01,7.6e-06,5e-05
0.089436,-1.0177e-10,6.2637e-10,4.4072,1,7.7e-06,0.01,7.7e-06,5e-05
0.090597,-1.0309e-10,6.3451e-10,4.4072,1,7.8e-06,0.01,7.8e-06,5e-05
0.091759,-1.0441e-10,6.4264e-10,4.4072,1,7.9e-06,0.01,7.9e-06,5e-05
0.09292,-1.0574e-10,6.5078e-10,4.4072,1,8e-06,0.01,8e-06,5e-05
0.094082,-1.0706e-10,6.5891e-10,4.4072,1,8.1e-06,0.01,8.1e-06,5e-05
0.095243,-1.0838e-10,6.6705e-10,4.4072,1,8.2e-06,0.01,8.2e-06,5e-05
0.096405,-1.097e-10,6.7518e-10,4.4072,1,8.3e-06,0.01,8.3e-06,5e-05
0.097566,-1.1102e-10,6.8332e-10,4.4072,1,8.4e-06,0.01,8.4e-06,5e-05
0.098728,-1.1234e-10,6.9145e-10,4.4072,1,8.5e-06,0.01,8.5e-06,5e-05
0.099889,-1.1367e-10,6.9959e-10,4.4072,1,8.6e-06,0.01,8.6e-06,5e-05
0.10105,-1.1499e-10,7.0772e-10,4.4072,1,8.7e-06,0.01,8.7e-06,5e-05
0.10221,-1.1631e-10,7.1585e-10,4.4072,1,8.8e-06,0.01,8.8e-06,5e-05
0.10337,-1.1763e-10,7.2399e-10,4.4072,1,8.9e-06,0.01,8.9e-06,5e-05
0.10454,-1.1895e-10,7.3212e-10,4.4072,1,9e-06,0.01,9e-06,5e-05
0.1057,-1.2027e-10,7.4026e-10,4.4072,1,9.1e-06,0.01,9.1e-06,5e-05
0.10686,-1.216e-10,7.4839e-10,4.4072,1,9.2e-06,0.01,9.2e-06,5e-05
0.10802,-1.2292e-10,7.5653e-10,4.4072,1,9.3e-06,0.01,9.3e-06,5e-05
0.10918,-1.2424e-10,7.6466e-10,4.4072,1,9.4e-06,0.01,9.4e-06,5e-05
0.11034,-1.2556e-10,7.728e-10,4.4072,1,9.5e-06,0.01,9.5e-06,5e-05
0.1115,-1.2688e-10,7.8093e-10,4.4072,1,9.6e-06,0.01,9.6e-06,5e-05
0.11267,-1.282e-10,7.8907e-10,4.4072,1,9.7e-06,0.01,9.7e-06,5e-05
0.11383,-1.2953e-10,7.972e-10,4.4072,1,9.8e-06,0.01,9.8e-06,5e-05
0.11499,-1.3085e-10,8.0534e-10,4.4072,1,9.9e-06,0.01,9.9e-06,5e-05
0.11615,-1.3217e-10,8.1347e-10,4.4072,1,1e-05,0.01,1e-05,5e-05
0.11731,-1.3349e-10,8.2161e-10,4.4072,1,1.01e-05,0.01,1.01e-05,5e-05
0.11847,-1.3481e-10,8.2974e-10,4.4072,1,1.02e-05,0.01,1.02e-05,5e-05
