"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,118.59,1,0,0.01,0,5e-05
0.013174,1.1164e-10,1.6954e-11,118.59,1,1e-07,0.01,1e-07,5e-05
0.026349,2.2328e-10,3.3907e-11,118.59,1,2e-07,0.01,2e-07,5e-05
0.039523,3.3492e-10,5.0861e-11,118.59,1,3e-07,0.01,3e-07,5e-05
0.052698,4.4657e-10,6.7815e-11,118.59,1,4e-07,0.01,4e-07,5e-05
0.065872,5.5821e-10,8.4768e-11,118.59,1,5e-07,0.01,5e-07,5e-05
0.079047,6.6985e-10,1.0172e-10,118.59,1,6e-07,0.01,6e-07,5e-05
0.092221,7.8149e-10,1.1868e-10,118.59,1,7e-07,0.01,7e-07,5e-05
0.1054,8.9313e-10,1.3563e-10,118.59,1,8e-07,0.01,8e-07,5e-05
0.11857,1.0048e-09,1.5258e-10,118.59,1,9e-07,0.01,9e-07,5e-05
0.13174,1.1164e-09,1.6954e-10,118.59,1,1e-06,0.01,1e-06,5e-05
0.14492,1.2281e-09,1.8649e-10,118.59,1,1.1e-06,0.01,1.1e-06,5e-05
0.15809,1.3397e-09,2.0344e-10,118.59,1,1.2e-06,0.01,1.2e-06,5e-05
0.17127,1.4513e-09,2.204e-10,118.59,1,1.3e-06,0.01,1.3e-06,5e-05
0.18444,1.563e-09,2.3735e-10,118.59,1,1.4e-06,0.01,1.4e-06,5e-05
0.19762,1.6746e-09,2.543e-10,118.59,1,1.5e-06,0.01,1.5e-06,5e-05
0.21079,1.7863e-09,2.7126e-10,118.59,1,1.6e-06,0.01,1.6e-06,5e-05
0.22397,1.8979e-09,2.8821e-10,118.59,1,1.7e-06,0.01,1.7e-06,5e-05
0.23714,2.0095e-09,3.0517e-10,118.59,1,1.8e-06,0.01,1.8e-06,5e-05
0.25031,2.1212e-09,3.2212e-10,118.59,1,1.9e-06,0.01,1.9e-06,5e-05
0.26349,2.2328e-09,3.3907e-10,118.59,1,2e-06,0.01,2e-06,5e-05
0.27666,2.3445e-09,3.5603e-10,118.59,1,2.1e-06,0.01,2.1e-06,5e-05
0.28984,2.4561e-09,3.7298e-10,118.59,1,2.2e-06,0.01,2.2e-06,5e-05
0.30301,2.5678e-09,3.8993e-10,118.59,1,2.3e-06,0.01,2.3e-06,5e-05
0.31619,2.6794e-09,4.0689e-10,118.59,1,2.4e-06,0.01,2.4e-06,5e-05
0.32936,2.791e-09,4.2384e-10,118.59,1,2.5e-06,0.01,2.5e-06,5e-05
0.34254,2.9027e-09,4.4079e-10,118.59,1,2.6e-06,0.01,2.6e-06,5e-05
0.35571,3.0143e-09,4.5775e-10,118.59,1,2.7e-06,0.01,2.7e-06,5e-05
0.36888,3.126e-09,4.747e-10,118.59,1,2.8e-06,0.01,2.8e-06,5e-05
0.38206,3.2376e-09,4.9166e-10,118.59,1,2.9e-06,0.01,2.9e-06,5e-05
0.39523,3.3492e-09,5.0861e-10,118.59,1,3e-06,0.01,3e-06,5e-05
0.40841,3.4609e-09,5.2556e-10,118.59,1,3.1e-06,0.01,3.1e-06,5e-05
0.42158,3.5725e-09,5.4252e-10,118.59,1,3.2e-06,0.01,3.2e-06,5e-05
0.43476,3.6842e-09,5.5947e-10,118.59,1,3.3e-06,0.01,3.3e-06,5e-05
0.44793,3.7958e-09,5.7642e-10,118.59,1,3.4e-06,0.01,3.4e-06,5e-05
0.46111,3.9075e-09,5.9338e-10,118.59,1,3.5e-06,0.01,3.5e-06,5e-05
0.47428,4.0191e-09,6.1033e-10,118.59,1,3.6e-06,0.01,3.6e-06,5e-05
0.48745,4.1307e-09,6.2729e-10,118.59,1,3.7e-06,0.01,3.7e-06,5e-05
0.50063,4.2424e-09,6.4424e-10,118.59,1,3.8e-06,0.01,3.8e-06,5e-05
0.5138,4.354e-09,6.6119e-10,118.59,1,3.9e-06,0.01,3.9e-06,5e-05
0.52698,4.4657e-09,6.7815e-10,118.59,1,4e-06,0.01,4e-06,5e-05
0.54015,4.5773e-09,6.951e-10,118.59,1,4.1e-06,0.01,4.1e-06,5e-05
0.55333,4.6889e-09,7.1205e-10,118.59,1,4.2e-06,0.01,4.2e-06,5e-05
0.5665,4.8006e-09,7.2901e-10,118.59,1,4.3e-06,0.01,4.3e-06,5e-05
0.57968,4.9122e-09,7.4596e-10,118.59,1,4.4e-06,0.01,4.4e-06,5e-05
0.59285,5.0239e-09,7.6291e-10,118.59,1,4.5e-06,0.01,4.5e-06,5e-05
0.60602,5.1355e-09,7.7987e-10,118.59,1,4.6e-06,0.01,4.6e-06,5e-05
0.6192,5.2472e-09,7.9682e-10,118.59,1,4.7e-06,0.01,4.7e-06,5e-05
0.63237,5.3588e-09,8.1378e-10,118.59,1,4.8e-06,0.01,4.8e-06,5e-05
0.64555,5.4704e-09,8.3073e-10,118.59,1,4.9e-06,0.01,4.9e-06,5e-05
0.65872,5.5821e-09,8.4768e-10,118.59,1,5e-06,0.01,5e-06,5e-05
0.6719,5.6937e-09,8.6464e-10,118.59,1,5.1e-06,0.01,5.1e-06,5e-05
0.68507,5.8054e-09,8.8159e-10,118.59,1,5.2e-06,0.01,5.2e-06,5e-05
0.69825,5.917e-09,8.9854e-10,118.59,1,5.3e-06,0.01,5.3e-06,5e-05
0.71142,6.0286e-09,9.155e-10,118.59,1,5.4e-06,0.01,5.4e-06,5e-05
0.72459,6.1403e-09,9.3245e-10,118.59,1,5.5e-06,0.01,5.5e-06,5e-05
0.73777,6.2519e-09,9.494e-10,118.59,1,5.6e-06,0.01,5.6e-06,5e-05
0.75094,6.3636e-09,9.6636e-10,118.59,1,5.7e-06,0.01,5.7e-06,5e-05
0.76412,6.4752e-09,9.8331e-10,118.59,1,5.8e-06,0.01,5.8e-06,5e-05
0.77729,6.5868e-09,1.0003e-09,118.59,1,5.9e-06,0.01,5.9e-06,5e-05
0.79047,6.6985e-09,1.0172e-09,118.59,1,6e-06,0.01,6e-06,5e-05
0.80364,6.8101e-09,1.0342e-09,118.59,1,6.1e-06,0.01,6.1e-06,5e-05
0.81682,6.9218e-09,1.0511e-09,118.59,1,6.2e-06,0.01,6.2e-06,5e-05
0.82999,7.0334e-09,1.0681e-09,118.59,1,6.3e-06,0.01,6.3e-06,5e-05
0.84316,7.1451e-09,1.085e-09,118.59,1,6.4e-06,0.01,6.4e-06,5e-05
0.85634,7.2567e-09,1.102e-09,118.59,1,6.5e-06,0.01,6.5e-06,5e-05
0.86951,7.3683e-09,1.1189e-09,118.59,1,6.6e-06,0.01,6.6e-06,5e-05
0.88269,7.48e-09,1.1359e-09,118.59,1,6.7e-06,0.01,6.7e-06,5e-05
0.89586,7.5916e-09,1.1528e-09,118.59,1,6.8e-06,0.01,6.8e-06,5e-05
0.90904,7.7033e-09,1.1698e-09,118.59,1,6.9e-06,0.01,6.9e-06,5e-05
0.92221,7.8149e-09,1.1868e-09,118.59,1,7e-06,0.01,7e-06,5e-05
0.93539,7.9265e-09,1.2037e-09,118.59,1,7.1e-06,0.01,7.1e-06,5e-05
0.94856,8.0382e-09,1.2207e-09,118.59,1,7.2e-06,0.01,7.2e-06,5e-05
0.96173,8.1498e-09,1.2376e-09,118.59,1,7.3e-06,0.01,7.3e-06,5e-05
0.97491,8.2615e-09,1.2546e-09,118.59,1,7.4e-06,0.01,7.4e-06,5e-05
